id,domain,topic,question_type,difficulty,question,question_en,question_fr,question_ar,question_de,question_pt,question_es,languages
Q3547,philosophy,moral responsibility,quiz_question,easy,Write a simple quiz question that tests understanding of moral responsibility.,Write a simple quiz question that tests understanding of moral responsibility.,Rédige une question de quiz simple qui teste la compréhension de la responsabilité morale.,اكتب سؤال اختبار بسيط يقيس فهم المسؤولية الأخلاقية.,"Schreibe eine einfache Quizfrage, die das Verständnis von moralische Verantwortung prüft.",Escreva uma pergunta simples de quiz que teste a compreensão de responsabilidade moral.,Escribe una pregunta sencilla de cuestionario que evalúe la comprensión de responsabilidad moral.,"en,fr,ar,de,pt,es"
Q3548,general knowledge,leadership,quiz_question,easy,Write a simple quiz question that tests understanding of leadership.,Write a simple quiz question that tests understanding of leadership.,Rédige une question de quiz simple qui teste la compréhension de le leadership.,اكتب سؤال اختبار بسيط يقيس فهم القيادة.,"Schreibe eine einfache Quizfrage, die das Verständnis von Führung prüft.",Escreva uma pergunta simples de quiz que teste a compreensão de liderança.,Escribe una pregunta sencilla de cuestionario que evalúe la comprensión de liderazgo.,"en,fr,ar,de,pt,es"
Q3549,coding,APIs,source_analysis,hard,What evidence would you collect to study APIs carefully?,What evidence would you collect to study APIs carefully?,Quelles preuves collecterais-tu pour étudier les API avec soin ?,ما الأدلة التي ستجمعها لدراسة واجهات برمجة التطبيقات بعناية؟,"Welche Belege würdest du sammeln, um APIs sorgfältig zu untersuchen?",Que evidências você coletaria para estudar APIs com cuidado?,¿Qué evidencias recopilarías para estudiar API cuidadosamente?,"en,fr,ar,de,pt,es"
Q3550,mathematics,matrices,source_analysis,hard,What evidence would you collect to study matrices carefully?,What evidence would you collect to study matrices carefully?,Quelles preuves collecterais-tu pour étudier les matrices avec soin ?,ما الأدلة التي ستجمعها لدراسة المصفوفات بعناية؟,"Welche Belege würdest du sammeln, um Matrizen sorgfältig zu untersuchen?",Que evidências você coletaria para estudar matrizes com cuidado?,¿Qué evidencias recopilarías para estudiar matrices cuidadosamente?,"en,fr,ar,de,pt,es"
Q3551,science,weather,source_analysis,hard,What evidence would you collect to study weather carefully?,What evidence would you collect to study weather carefully?,Quelles preuves collecterais-tu pour étudier la météo avec soin ?,ما الأدلة التي ستجمعها لدراسة الطقس بعناية؟,"Welche Belege würdest du sammeln, um Wetter sorgfältig zu untersuchen?",Que evidências você coletaria para estudar clima com cuidado?,¿Qué evidencias recopilarías para estudiar tiempo atmosférico cuidadosamente?,"en,fr,ar,de,pt,es"
Q3552,history,decolonization,source_analysis,hard,What evidence would you collect to study decolonization carefully?,What evidence would you collect to study decolonization carefully?,Quelles preuves collecterais-tu pour étudier la décolonisation avec soin ?,ما الأدلة التي ستجمعها لدراسة إنهاء الاستعمار بعناية؟,"Welche Belege würdest du sammeln, um Dekolonisierung sorgfältig zu untersuchen?",Que evidências você coletaria para estudar descolonização com cuidado?,¿Qué evidencias recopilarías para estudiar descolonización cuidadosamente?,"en,fr,ar,de,pt,es"
Q3553,philosophy,moral responsibility,source_analysis,hard,What evidence would you collect to study moral responsibility carefully?,What evidence would you collect to study moral responsibility carefully?,Quelles preuves collecterais-tu pour étudier la responsabilité morale avec soin ?,ما الأدلة التي ستجمعها لدراسة المسؤولية الأخلاقية بعناية؟,"Welche Belege würdest du sammeln, um moralische Verantwortung sorgfältig zu untersuchen?",Que evidências você coletaria para estudar responsabilidade moral com cuidado?,¿Qué evidencias recopilarías para estudiar responsabilidad moral cuidadosamente?,"en,fr,ar,de,pt,es"
Q3554,general knowledge,leadership,source_analysis,hard,What evidence would you collect to study leadership carefully?,What evidence would you collect to study leadership carefully?,Quelles preuves collecterais-tu pour étudier le leadership avec soin ?,ما الأدلة التي ستجمعها لدراسة القيادة بعناية؟,"Welche Belege würdest du sammeln, um Führung sorgfältig zu untersuchen?",Que evidências você coletaria para estudar liderança com cuidado?,¿Qué evidencias recopilarías para estudiar liderazgo cuidadosamente?,"en,fr,ar,de,pt,es"
Q3555,coding,APIs,model_building,hard,How would you build a simple model to explain APIs?,How would you build a simple model to explain APIs?,Comment construirais-tu un modèle simple pour expliquer les API ?,كيف تبني نموذجًا بسيطًا لشرح واجهات برمجة التطبيقات؟,"Wie würdest du ein einfaches Modell erstellen, um APIs zu erklären?",Como você construiria um modelo simples para explicar APIs?,¿Cómo construirías un modelo simple para explicar API?,"en,fr,ar,de,pt,es"
Q3556,mathematics,matrices,model_building,hard,How would you build a simple model to explain matrices?,How would you build a simple model to explain matrices?,Comment construirais-tu un modèle simple pour expliquer les matrices ?,كيف تبني نموذجًا بسيطًا لشرح المصفوفات؟,"Wie würdest du ein einfaches Modell erstellen, um Matrizen zu erklären?",Como você construiria um modelo simples para explicar matrizes?,¿Cómo construirías un modelo simple para explicar matrices?,"en,fr,ar,de,pt,es"
Q3557,science,weather,model_building,hard,How would you build a simple model to explain weather?,How would you build a simple model to explain weather?,Comment construirais-tu un modèle simple pour expliquer la météo ?,كيف تبني نموذجًا بسيطًا لشرح الطقس؟,"Wie würdest du ein einfaches Modell erstellen, um Wetter zu erklären?",Como você construiria um modelo simples para explicar clima?,¿Cómo construirías un modelo simple para explicar tiempo atmosférico?,"en,fr,ar,de,pt,es"
Q3558,history,decolonization,model_building,hard,How would you build a simple model to explain decolonization?,How would you build a simple model to explain decolonization?,Comment construirais-tu un modèle simple pour expliquer la décolonisation ?,كيف تبني نموذجًا بسيطًا لشرح إنهاء الاستعمار؟,"Wie würdest du ein einfaches Modell erstellen, um Dekolonisierung zu erklären?",Como você construiria um modelo simples para explicar descolonização?,¿Cómo construirías un modelo simple para explicar descolonización?,"en,fr,ar,de,pt,es"
Q3559,philosophy,moral responsibility,model_building,hard,How would you build a simple model to explain moral responsibility?,How would you build a simple model to explain moral responsibility?,Comment construirais-tu un modèle simple pour expliquer la responsabilité morale ?,كيف تبني نموذجًا بسيطًا لشرح المسؤولية الأخلاقية؟,"Wie würdest du ein einfaches Modell erstellen, um moralische Verantwortung zu erklären?",Como você construiria um modelo simples para explicar responsabilidade moral?,¿Cómo construirías un modelo simple para explicar responsabilidad moral?,"en,fr,ar,de,pt,es"
Q3560,general knowledge,leadership,model_building,hard,How would you build a simple model to explain leadership?,How would you build a simple model to explain leadership?,Comment construirais-tu un modèle simple pour expliquer le leadership ?,كيف تبني نموذجًا بسيطًا لشرح القيادة؟,"Wie würdest du ein einfaches Modell erstellen, um Führung zu erklären?",Como você construiria um modelo simples para explicar liderança?,¿Cómo construirías un modelo simple para explicar liderazgo?,"en,fr,ar,de,pt,es"
Q3561,coding,REST APIs,definition_importance,easy,"What does the concept of REST APIs mean, and why is it important in coding?","What does the concept of REST APIs mean, and why is it important in coding?","Que signifie le terme « les API REST », et pourquoi est-il important en programmation ?",ماذا يعني مفهوم واجهات REST، ولماذا هو مهم في مجال البرمجة؟,"Was bedeutet der Begriff „REST-APIs“, und warum ist er in Programmierung wichtig?",O que significa o conceito de APIs REST e por que ele é importante em programação?,¿Qué significa el concepto de API REST y por qué es importante en programación?,"en,fr,ar,de,pt,es"
Q3562,mathematics,functions,definition_importance,easy,"What does the concept of functions mean, and why is it important in mathematics?","What does the concept of functions mean, and why is it important in mathematics?","Que signifie le terme « les fonctions », et pourquoi est-il important en mathématiques ?",ماذا يعني مفهوم الدوال، ولماذا هو مهم في مجال الرياضيات؟,"Was bedeutet der Begriff „Funktionen“, und warum ist er in Mathematik wichtig?",O que significa o conceito de funções e por que ele é importante em matemática?,¿Qué significa el concepto de funciones y por qué es importante en matemáticas?,"en,fr,ar,de,pt,es"
Q3563,science,gravity,definition_importance,easy,"What does the concept of gravity mean, and why is it important in science?","What does the concept of gravity mean, and why is it important in science?","Que signifie le terme « la gravité », et pourquoi est-il important en sciences ?",ماذا يعني مفهوم الجاذبية، ولماذا هو مهم في مجال العلوم؟,"Was bedeutet der Begriff „Schwerkraft“, und warum ist er in Naturwissenschaften wichtig?",O que significa o conceito de gravidade e por que ele é importante em ciências?,¿Qué significa el concepto de gravedad y por qué es importante en ciencias?,"en,fr,ar,de,pt,es"
